School ID,School Name,School Year,# of Misconducts,# of Group 1-2 Misconducts,# of Group 3-4 Misconducts,# of Group 5-6 Misconducts,# of Suspensions (includes ISS and OSS),"% of Misconducts Resulting in a Suspension
(includes ISS and OSS)",# of ISS,% of Misconducts Resulting in an ISS,ISS per 100 Students,# of Unique Students Receiving ISS,% of Unique Students Receiving ISS,Average Length of ISS,# of OSS,% of Misconducts Resulting in an OSS,OSS per 100 Students,# of Unique Students Receiving OSS,% of Unique Students Receiving OSS,Average Length of OSS,# of Police Notifications,% of Misconducts Resulting in a Police Notification,Police Notifications per 100 Students,# of Unique Students Receiving Police Notification,% of Unique Students Receiving Police Notification,# of Students Expelled,Expulsions per 100 Students
609993,LARA,2013,27,0,20,7,27,100,0,0,0,0,0,0,27,100,5.07,19,3.6,3.56,3,11.1,0.56,3,0.6,0,0.0
609993,LARA,2014,12,1,8,3,11,91.7,2,16.7,0.4,2,0.4,1,9,75,1.8,7,1.4,2.44,1,8.3,0.2,1,0.2,0,0.0
610033,LASALLE,2011,43,19,20,4,28,65.1,3,7,0.52,3,0.5,1,25,58.1,4.36,16,2.8,2.04,6,14,1.05,3,0.5,0,0.0
610033,LASALLE,2012,51,26,25,0,34,66.7,9,17.6,1.58,9,1.6,1.11,25,49,4.4,18,3.2,1.24,1,2,0.18,1,0.2,0,0.0
610033,LASALLE,2013,48,29,18,1,32,66.7,17,35.4,3.09,12,2.2,1,15,31.3,2.72,8,1.5,1.2,0,0,0,0,0,0,0.0
610033,LASALLE,2014,61,37,21,3,26,42.6,17,27.9,3.1,14,2.6,1.06,9,14.8,1.64,5,0.9,1.44,1,1.6,0.18,1,0.2,0,0.0
610520,LASALLE II,2011,70,8,62,0,63,90,13,18.6,2.14,13,2.1,1.23,50,71.4,8.23,29,4.8,1.82,0,0,0,0,0,0,0.0
610520,LASALLE II,2012,75,4,63,8,67,89.3,25,33.3,4.01,20,3.2,1.2,42,56,6.73,23,3.7,2.19,4,5.3,0.64,3,0.5,0,0.0
610520,LASALLE II,2013,38,13,19,6,24,63.2,9,23.7,1.45,7,1.1,1.67,15,39.5,2.41,11,1.8,2.4,1,2.6,0.16,1,0.2,0,0.0
610520,LASALLE II,2014,79,39,35,5,25,31.6,9,11.4,1.49,8,1.3,1.33,16,20.3,2.65,7,1.2,1.5,0,0,0,0,0,0,0.0
610253,LATHROP,2011,79,19,53,7,71,89.9,9,11.4,10.76,9,10.8,1.9,62,78.5,74.13,37,44.2,2.23,10,12.7,11.96,8,9.6,0,0.0
610208,LAVIZZO,2011,16,2,9,5,13,81.3,0,0,0,0,0,0,13,81.3,3.26,11,2.8,2.15,3,18.8,0.75,1,0.3,0,0.0
610208,LAVIZZO,2012,32,0,15,17,29,90.6,1,3.1,0.25,1,0.3,2,28,87.5,7.02,23,5.8,4,2,6.3,0.5,1,0.3,0,0.0
610208,LAVIZZO,2013,8,1,2,5,1,12.5,1,12.5,0.24,1,0.2,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0
610208,LAVIZZO,2014,51,18,30,3,4,7.8,4,7.8,0.99,4,1,1.5,0,0,0,0,0,0,2,3.9,0.49,2,0.5,0,0.0
610034,LAWNDALE,2011,88,6,35,47,88,100,4,4.5,0.79,4,0.8,1,84,95.5,16.66,57,11.3,3.05,4,4.5,0.79,4,0.8,4,0.79
610034,LAWNDALE,2012,137,4,77,56,135,98.5,8,5.8,1.67,7,1.5,1.13,127,92.7,26.46,78,16.3,2.3,6,4.4,1.25,6,1.3,0,0.0
610034,LAWNDALE,2013,131,32,78,21,65,49.6,23,17.6,4.92,21,4.5,1.39,42,32.1,8.99,33,7.1,2.26,4,3.1,0.86,4,0.9,0,0.0
610034,LAWNDALE,2014,151,25,107,19,51,33.8,26,17.2,6.36,24,5.9,1.27,25,16.6,6.11,22,5.4,2.32,5,3.3,1.22,5,1.2,0,0.0
610045,LAWRENCE,2011,61,6,36,19,56,91.8,0,0,0,0,0,0,56,91.8,14.34,40,10.2,3.64,8,13.1,2.05,4,1,0,0.0
610045,LAWRENCE,2012,27,2,16,9,23,85.2,0,0,0,0,0,0,23,85.2,5.75,17,4.2,3.52,3,11.1,0.75,3,0.7,0,0.0
400152,LEARN CHTR 8,2014,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0
610291,LEE,2011,131,8,121,2,104,79.4,56,42.7,6.79,38,4.6,1.07,48,36.6,5.82,34,4.1,1.35,3,2.3,0.36,3,0.4,0,0.0
610291,LEE,2012,34,3,25,6,31,91.2,10,29.4,1.15,8,0.9,1.2,21,61.8,2.42,15,1.7,2.24,0,0,0,0,0,0,0.0
610291,LEE,2013,175,104,60,11,36,20.6,20,11.4,2.28,17,1.9,1.45,16,9.1,1.83,14,1.6,3.94,2,1.1,0.23,2,0.2,0,0.0
610291,LEE,2014,117,73,36,8,32,27.4,18,15.4,2.04,15,1.7,2,14,12,1.59,9,1,2.36,2,1.7,0.23,2,0.2,0,0.0
610305,LELAND,2011,8,0,8,0,7,87.5,1,12.5,0.56,1,0.6,1,6,75,3.38,3,1.7,2.17,0,0,0,0,0,0,0.0
610305,LELAND,2012,10,1,8,1,8,80,0,0,0,0,0,0,8,80,4.53,6,3.4,1.38,1,10,0.57,1,0.6,0,0.0
610305,LELAND,2013,169,12,65,92,137,81.1,0,0,0,0,0,0,137,81.1,20.54,77,11.5,3.72,19,11.2,2.85,15,2.2,0,0.0
610305,LELAND,2014,262,46,162,54,121,46.2,19,7.3,3.09,19,3.1,1.42,102,38.9,16.57,52,8.4,2.73,17,6.5,2.76,14,2.3,0,0.0
610298,LENART,2012,21,17,2,2,7,33.3,5,23.8,1.57,5,1.6,1,2,9.5,0.63,2,0.6,5,0,0,0,0,0,0,0.0
610298,LENART,2013,42,40,2,0,7,16.7,7,16.7,2.35,7,2.3,1,0,0,0,0,0,5,0,0,0,0,0,0,0.0
610298,LENART,2014,32,30,2,0,2,6.3,2,6.3,0.69,2,0.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0
610036,LEWIS,2011,119,29,80,10,108,90.8,1,0.8,0.17,1,0.2,1,107,89.9,18.63,69,12,2.2,1,0.8,0.17,1,0.2,0,0.0
610036,LEWIS,2012,258,10,233,15,249,96.5,16,6.2,2.85,14,2.5,1.25,233,90.3,41.51,109,19.4,2.34,9,3.5,1.6,8,1.4,0,0.0
610036,LEWIS,2013,214,67,113,34,170,79.4,19,8.9,3.79,19,3.8,1.16,151,70.6,30.14,84,16.8,2.24,1,0.5,0.2,1,0.2,0,0.0
610036,LEWIS,2014,328,142,157,29,74,22.6,36,11,6.89,28,5.4,1.89,38,11.6,7.27,24,4.6,2.32,5,1.5,0.96,5,1,0,0.0
610037,LIBBY,2011,94,5,74,15,82,87.2,4,4.3,0.74,3,0.6,1.75,78,83,14.38,53,9.8,5.53,10,10.6,1.84,10,1.8,1,0.18
610037,LIBBY,2012,182,10,144,28,156,85.7,6,3.3,1.11,6,1.1,3.17,150,82.4,27.63,97,17.9,3.31,9,4.9,1.66,9,1.7,0,0.0
610037,LIBBY,2013,180,28,140,12,147,81.7,11,6.1,2.16,10,2,1,136,75.6,26.65,83,16.3,2.6,6,3.3,1.18,5,1,0,0.0
610037,LIBBY,2014,202,67,124,11,89,44.1,18,8.9,3.75,17,3.5,1.72,71,35.1,14.81,50,10.4,2.34,8,4,1.67,8,1.7,0,0.0
610038,LINCOLN,2011,41,6,25,10,22,53.7,1,2.4,0.12,1,0.1,1,21,51.2,2.62,15,1.9,3.75,0,0,0,0,0,0,0.0
610038,LINCOLN,2012,15,4,9,2,6,40,1,6.7,0.13,1,0.1,1,5,33.3,0.63,4,0.5,1.83,0,0,0,0,0,0,0.0
610038,LINCOLN,2013,24,9,14,1,5,20.8,1,4.2,0.12,1,0.1,1,4,16.7,0.49,4,0.5,2.5,0,0,0,0,0,0,0.0
610038,LINCOLN,2014,26,13,13,0,6,23.1,1,3.8,0.12,1,0.1,1,5,19.2,0.61,5,0.6,2,0,0,0,0,0,0,0.0
609738,LINCOLN PARK HS,2011,1138,765,252,121,993,87.3,498,43.8,21.7,324,14.1,1.11,495,43.5,21.57,314,13.7,3.34,99,8.7,4.31,77,3.4,1,0.04
609738,LINCOLN PARK HS,2012,1025,522,373,130,888,86.6,395,38.5,18,279,12.7,1.4,493,48.1,22.47,282,12.9,3.17,137,13.4,6.24,118,5.4,6,0.27
609738,LINCOLN PARK HS,2013,508,296,118,94,412,81.1,284,55.9,12.97,189,8.6,1.43,128,25.2,5.85,100,4.6,3.8,47,9.3,2.15,43,2,1,0.05
609738,LINCOLN PARK HS,2014,186,46,61,79,90,48.4,17,9.1,0.76,17,0.8,1.47,73,39.2,3.28,63,2.8,3.4,58,31.2,2.61,48,2.2,1,0.04
610391,LINDBLOM HS,2011,41,3,31,7,38,92.7,0,0,0,0,0,0,38,92.7,4.17,35,3.8,4.71,0,0,0,0,0,0,0.0
610391,LINDBLOM HS,2012,56,2,37,17,53,94.6,2,3.6,0.19,2,0.2,3.5,51,91.1,4.95,40,3.9,4.25,5,8.9,0.49,4,0.4,0,0.0
610391,LINDBLOM HS,2013,67,2,49,16,57,85.1,4,6,0.35,4,0.4,2.75,53,79.1,4.64,36,3.2,3.08,1,1.5,0.09,1,0.1,0,0.0
610391,LINDBLOM HS,2014,42,10,25,7,25,59.5,4,9.5,0.34,4,0.3,3,21,50,1.8,19,1.6,3.33,1,2.4,0.09,1,0.1,0,0.0
400137,LITTLE BLACK PEARL ACADEMY HS,2013,42,8,22,12,35,83.3,3,7.1,2.01,3,2,2.67,32,76.2,21.47,26,17.4,3.63,7,16.7,4.7,7,4.7,0,0.0
400137,LITTLE BLACK PEARL HS,2014,35,15,12,8,22,62.9,6,17.1,3.61,4,2.4,1.33,16,45.7,9.63,14,8.4,2.38,3,8.6,1.81,3,1.8,0,0.0
609834,LITTLE VILLAGE,2011,23,0,22,1,23,100,10,43.5,1.22,10,1.2,1,13,56.5,1.58,10,1.2,2.62,2,8.7,0.24,2,0.2,0,0.0
609834,LITTLE VILLAGE,2012,19,0,13,6,19,100,0,0,0,0,0,0,19,100,2.18,17,1.9,2.84,0,0,0,0,0,0,0.0
609834,LITTLE VILLAGE,2013,19,0,16,3,19,100,0,0,0,0,0,0,19,100,2.19,15,1.7,2.89,0,0,0,0,0,0,0.0
609834,LITTLE VILLAGE,2014,33,3,16,14,28,84.8,4,12.1,0.45,4,0.4,2.75,24,72.7,2.68,16,1.8,3.33,4,12.1,0.45,4,0.4,0,0.0
610040,LLOYD,2011,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
610040,LLOYD,2012,22,5,17,0,22,100,1,4.5,0.08,1,0.1,0,21,95.5,1.63,14,1.1,1,0,0,0,0,0,0,0.0
610040,LLOYD,2013,44,3,38,3,41,93.2,0,0,0,0,0,0,41,93.2,3.27,21,1.7,1.27,0,0,0,0,0,0,0.0
610040,LLOYD,2014,47,16,30,1,24,51.1,10,21.3,0.8,10,0.8,1,14,29.8,1.13,9,0.7,1.29,0,0,0,0,0,0,0.0
610041,"LOCKE, J",2011,20,1,13,6,18,90,1,5,0.08,1,0.1,1,17,85,1.32,13,1,3.71,5,25,0.39,5,0.4,0,0.0
610041,"LOCKE, J",2012,92,8,82,2,90,97.8,7,7.6,0.53,7,0.5,1.29,83,90.2,6.28,62,4.7,1.86,2,2.2,0.15,2,0.2,0,0.0
610041,"LOCKE, J",2013,193,112,79,2,128,66.3,58,30.1,4.22,52,3.8,1.05,70,36.3,5.1,50,3.6,1.67,0,0,0,0,0,0,0.0
610041,"LOCKE, J",2014,136,85,50,1,56,41.2,45,33.1,3.33,40,3,1.16,11,8.1,0.82,11,0.8,1.82,1,0.7,0.07,1,0.1,0,0.0
610325,LOGANDALE,2011,141,19,112,10,137,97.2,54,38.3,5.81,42,4.5,1.06,83,58.9,8.93,54,5.8,2.59,8,5.7,0.86,7,0.8,0,0.0
610325,LOGANDALE,2012,295,97,189,9,176,59.7,44,14.9,4.69,32,3.4,1.05,132,44.7,14.07,69,7.4,1.65,3,1,0.32,3,0.3,0,0.0
610325,LOGANDALE,2013,234,133,94,7,68,29.1,27,11.5,3.01,22,2.5,1,41,17.5,4.57,29,3.2,2.02,1,0.4,0.11,1,0.1,0,0.0
610325,LOGANDALE,2014,147,71,71,5,49,33.3,26,17.7,3.12,20,2.4,1.42,23,15.6,2.76,20,2.4,1.74,2,1.4,0.24,2,0.2,0,0.0
610541,LORCA,2011,56,38,18,0,24,42.9,21,37.5,2.45,19,2.2,1,3,5.4,0.35,3,0.4,1.33,0,0,0,0,0,0,0.0
610541,LORCA,2012,93,51,42,0,49,52.7,32,34.4,3.57,25,2.8,1,17,18.3,1.9,13,1.5,1.06,1,1.1,0.11,1,0.1,0,0.0
610541,LORCA,2013,43,10,29,4,30,69.8,21,48.8,2.32,17,1.9,1,9,20.9,0.99,8,0.9,2.44,0,0,0,0,0,0,0.0
610541,LORCA,2014,53,26,27,0,15,28.3,12,22.6,1.31,9,1,1,3,5.7,0.33,2,0.2,1.33,1,1.9,0.11,1,0.1,0,0.0
610043,LOVETT,2011,56,5,45,6,49,87.5,0,0,0,0,0,0,49,87.5,10.31,39,8.2,1.53,4,7.1,0.84,3,0.6,0,0.0
610043,LOVETT,2012,82,3,74,5,74,90.2,1,1.2,0.21,1,0.2,2,73,89,15.26,53,11.1,2.48,6,7.3,1.25,6,1.3,0,0.0
610043,LOVETT,2013,32,6,21,5,21,65.6,0,0,0,0,0,0,21,65.6,4.63,14,3.1,3.05,1,3.1,0.22,1,0.2,0,0.0
610043,LOVETT,2014,196,153,38,5,23,11.7,2,1,0.45,2,0.5,1.5,21,10.7,4.78,15,3.4,3.33,0,0,0,0,0,0,0.0
610044,LOWELL,2011,67,23,34,10,67,100,20,29.9,3.45,20,3.5,1.2,47,70.1,8.11,32,5.5,3.06,7,10.4,1.21,6,1,0,0.0
610044,LOWELL,2012,111,37,54,20,57,51.4,7,6.3,1.23,7,1.2,1.14,50,45,8.76,36,6.3,3.26,2,1.8,0.35,2,0.4,0,0.0
610044,LOWELL,2013,257,107,112,38,74,28.8,6,2.3,0.91,6,0.9,1.17,68,26.5,10.32,44,6.7,1.93,8,3.1,1.21,8,1.2,0,0.0
610044,LOWELL,2014,84,34,46,4,6,7.1,0,0,0,0,0,0,6,7.1,0.99,6,1,3.17,6,7.1,0.99,5,0.8,0,0.0
610029,LOZANO ES,2011,11,0,10,1,11,100,6,54.5,1.93,6,1.9,1,5,45.5,1.61,5,1.6,3.4,1,9.1,0.32,1,0.3,0,0.0
610029,LOZANO ES,2012,29,12,16,1,18,62.1,4,13.8,1.33,4,1.3,1,14,48.3,4.66,12,4,1.43,2,6.9,0.67,2,0.7,0,0.0
610029,LOZANO ES,2013,13,2,10,1,9,69.2,4,30.8,1.43,4,1.4,3,5,38.5,1.78,5,1.8,1.8,5,38.5,1.78,5,1.8,0,0.0
610029,LOZANO ES,2014,4,2,2,0,1,25,1,25,0.38,1,0.4,2,0,0,0,0,0,0,0,0,0,0,0,0,0.0
610046,LYON,2011,71,6,63,2,71,100,2,2.8,0.14,2,0.1,1,69,97.2,4.9,48,3.4,2.12,3,4.2,0.21,2,0.1,0,0.0
610046,LYON,2012,70,9,55,6,67,95.7,14,20,1,9,0.6,1.43,53,75.7,3.79,29,2.1,2.81,11,15.7,0.79,9,0.6,0,0.0
610046,LYON,2013,59,7,51,1,55,93.2,17,28.8,1.19,15,1.1,1.06,38,64.4,2.67,28,2,1.63,0,0,0,0,0,0,0.0
610046,LYON,2014,94,14,69,11,66,70.2,34,36.2,2.36,26,1.8,1.15,32,34,2.22,17,1.2,1.94,12,12.8,0.83,9,0.6,0,0.0
610215,MADERO,2011,33,3,13,17,28,84.8,0,0,0,0,0,0,28,84.8,9.04,21,6.8,4.18,12,36.4,3.87,12,3.9,0,0.0
610215,MADERO,2012,12,0,11,1,9,75,1,8.3,0.32,1,0.3,5,8,66.7,2.55,7,2.2,3,1,8.3,0.32,1,0.3,0,0.0
610215,MADERO,2013,8,1,5,2,7,87.5,2,25,0.64,2,0.6,2,5,62.5,1.61,4,1.3,5.4,3,37.5,0.96,3,1,0,0.0
610215,MADERO,2014,23,0,4,19,23,100,0,0,0,0,0,0,23,100,7.07,20,6.2,3.48,1,4.3,0.31,1,0.3,0,0.0
610047,MADISON,2011,74,26,43,5,69,93.2,1,1.4,0.31,1,0.3,3,68,91.9,21.16,37,11.5,3.65,1,1.4,0.31,1,0.3,0,0.0
610047,MADISON,2012,47,11,29,7,46,97.9,0,0,0,0,0,0,46,97.9,17.01,27,10,3.13,2,4.3,0.74,2,0.7,1,0.37
610047,MADISON,2013,72,11,36,25,67,93.1,0,0,0,0,0,0,67,93.1,28.31,29,12.3,3.73,4,5.6,1.69,4,1.7,0,0.0
610047,MADISON,2014,101,13,81,7,60,59.4,4,4,1.86,4,1.9,1.25,56,55.4,26.1,34,15.8,2.04,3,3,1.4,2,0.9,0,0.0
610566,MAGIC JOHNSON ACADEMY- NORTH LAWNDALE HS,2014,2,0,0,2,2,100,0,0,0,0,0,0,2,100,1.16,2,1.2,5,0,0,0,0,0,0,0.0
610048,MANIERRE,2011,172,32,138,2,162,94.2,8,4.7,2.1,6,1.6,1.75,154,89.5,40.39,80,21,2.23,0,0,0,0,0,0,0.0
610048,MANIERRE,2012,89,31,58,0,40,44.9,17,19.1,4.83,13,3.7,1.88,23,25.8,6.54,16,4.5,2.04,0,0,0,0,0,0,0.0
610048,MANIERRE,2013,147,78,69,0,27,18.4,7,4.8,1.9,7,1.9,1.43,20,13.6,5.43,15,4.1,1.65,0,0,0,0,0,0,0.0
610048,MANIERRE,2014,128,94,34,0,14,10.9,4,3.1,1.1,4,1.1,2.25,10,7.8,2.75,7,1.9,2.3,0,0,0,0,0,0,0.0
609722,MANLEY HS,2011,978,127,734,117,834,85.3,91,9.3,17.57,80,15.4,1.29,743,76,143.49,309,59.7,2.86,15,1.5,2.9,12,2.3,4,0.77
609722,MANLEY HS,2012,2467,992,1235,240,2107,85.4,1163,47.1,267.56,380,87.4,1.25,944,38.3,217.18,352,81,3.03,98,4,22.55,78,17.9,1,0.23
609722,MANLEY HS,2013,1685,897,642,146,1261,74.8,604,35.8,159.2,283,74.6,1.6,657,39,173.17,297,78.3,3.63,28,1.7,7.38,23,6.1,3,0.79
609722,MANLEY HS,2014,760,239,288,233,406,53.4,173,22.8,55.58,129,41.4,3.05,233,30.7,74.86,146,46.9,3.71,33,4.3,10.6,29,9.3,0,0.0
610052,MANN,2011,243,18,186,39,237,97.5,1,0.4,0.21,1,0.2,2,236,97.1,49.18,126,26.3,3.25,0,0,0,0,0,1,0.21
610052,MANN,2012,122,20,87,15,120,98.4,10,8.2,2.22,10,2.2,1.6,110,90.2,24.41,68,15.1,3.1,3,2.5,0.67,3,0.7,0,0.0
610052,MANN,2013,201,6,190,5,193,96,0,0,0,0,0,0,193,96,46.31,87,20.9,1.46,1,0.5,0.24,1,0.2,0,0.0
610052,MANN,2014,240,60,179,1,170,70.8,2,0.8,0.52,2,0.5,1.5,168,70,43.87,64,16.7,1.17,0,0,0,0,0,0,0.0
610241,MARCONI,2011,162,0,151,11,159,98.1,0,0,0,0,0,0,159,98.1,67.65,68,28.9,2.35,7,4.3,2.98,7,3,0,0.0
610241,MARCONI,2012,143,3,114,26,139,97.2,0,0,0,0,0,0,139,97.2,61.37,57,25.2,2.81,16,11.2,7.06,10,4.4,0,0.0
609780,MARINE AMES HS,2014,141,29,85,27,58,41.1,0,0,0,0,0,0,58,41.1,7.83,48,6.5,1.95,6,4.3,0.81,6,0.8,0,0.0
610502,MARINE MILITARY HS,2011,328,163,163,2,153,46.6,27,8.2,7.52,25,7,1.54,126,38.4,35.08,74,20.6,2.06,17,5.2,4.73,17,4.7,0,0.0
610502,MARINE MILITARY HS,2012,902,425,473,4,831,92.1,704,78,191.46,233,63.4,1.39,127,14.1,34.54,85,23.1,2.93,16,1.8,4.35,16,4.4,0,0.0
610502,MARINE MILITARY HS,2013,138,62,60,16,104,75.4,0,0,0,0,0,0,104,75.4,26.6,68,17.4,2.39,4,2.9,1.02,4,1,0,0.0
610053,MARQUETTE,2011,549,12,495,42,542,98.7,13,2.4,0.95,12,0.9,1.54,529,96.4,38.82,199,14.6,2.1,13,2.4,0.95,13,1,1,0.07
610053,MARQUETTE,2012,497,32,309,156,420,84.5,0,0,0,0,0,0,420,84.5,31.63,206,15.5,2.85,3,0.6,0.23,3,0.2,0,0.0
610053,MARQUETTE,2013,715,79,479,157,541,75.7,165,23.1,12.76,99,7.7,1.17,376,52.6,29.07,189,14.6,2.62,1,0.1,0.08,1,0.1,2,0.15
610053,MARQUETTE,2014,572,76,451,45,370,64.7,153,26.7,12.06,109,8.6,1.11,217,37.9,17.1,120,9.5,2.03,2,0.3,0.16,2,0.2,0,0.0
610054,MARSH,2011,28,7,17,4,25,89.3,12,42.9,1.43,11,1.3,1,13,46.4,1.55,12,1.4,1.85,1,3.6,0.12,1,0.1,0,0.0
610054,MARSH,2012,41,7,32,2,40,97.6,27,65.9,3.14,22,2.6,1.22,13,31.7,1.51,13,1.5,2,0,0,0,0,0,1,0.12
610054,MARSH,2013,45,4,32,9,47,104.4,23,51.1,2.58,20,2.2,1.52,24,53.3,2.7,21,2.4,2.04,2,4.4,0.22,2,0.2,0,0.0
610054,MARSH,2014,55,10,41,4,22,40,17,30.9,1.98,14,1.6,1.82,5,9.1,0.58,4,0.5,2.6,0,0,0,0,0,0,0.0
609723,MARSHALL HS,2011,1851,1125,623,103,1183,63.9,609,32.9,88.87,331,48.3,1.1,574,31,83.76,315,46,3.13,21,1.1,3.06,19,2.8,9,1.31
609723,MARSHALL HS,2012,2158,866,1198,94,1387,64.3,684,31.7,111.89,319,52.2,1.08,703,32.6,114.99,342,55.9,2.13,23,1.1,3.76,22,3.6,5,0.82
609723,MARSHALL HS,2013,1481,561,850,70,894,60.4,407,27.5,73.41,248,44.7,1.49,487,32.9,87.84,284,51.2,2.82,53,3.6,9.56,49,8.8,1,0.18
609723,MARSHALL HS,2014,2131,885,1165,81,1530,71.8,1188,55.7,271.2,361,82.4,1.29,342,16,78.07,184,42,2.22,47,2.2,10.73,42,9.6,0,0.0
610321,"MARSHALL, T",2011,229,49,133,47,188,82.1,39,17,8.86,34,7.7,1,149,65.1,33.85,72,16.4,2.55,20,8.7,4.54,20,4.5,1,0.23
610321,"MARSHALL, T",2012,432,71,293,68,287,66.4,49,11.3,11.46,43,10.1,1.1,238,55.1,55.67,99,23.2,2.5,46,10.6,10.76,29,6.8,1,0.23
610321,"MARSHALL, T",2013,159,20,124,15,133,83.6,32,20.1,11.76,24,8.8,1,101,63.5,37.11,52,19.1,1.48,14,8.8,5.14,10,3.7,1,0.37
610321,"MARSHALL, T",2014,49,3,32,14,27,55.1,5,10.2,4.78,3,2.9,3.8,22,44.9,21.05,9,8.6,2.55,10,20.4,9.57,6,5.7,0,0.0
610056,MASON,2011,79,3,55,21,72,91.1,3,3.8,0.63,3,0.6,1.33,69,87.3,14.48,43,9,2.38,1,1.3,0.21,1,0.2,0,0.0
610056,MASON,2012,114,7,80,27,93,81.6,5,4.4,1.04,5,1,2.4,88,77.2,18.28,46,9.6,2.45,0,0,0,0,0,0,0.0
610056,MASON,2013,167,8,138,21,97,58.1,0,0,0,0,0,0,97,58.1,20.61,56,11.9,2.15,2,1.2,0.42,2,0.4,0,0.0
610056,MASON,2014,136,17,99,20,57,41.9,2,1.5,0.47,2,0.5,1.5,55,40.4,13.03,34,8.1,2.16,3,2.2,0.71,3,0.7,0,0.0
610535,MASON HS,2011,50,2,24,24,39,78,2,4,4.3,2,4.3,1.5,37,74,79.5,16,34.4,3.16,3,6,6.45,3,6.4,0,0.0
610535,MASON HS,2012,17,0,5,12,16,94.1,0,0,0,0,0,0,16,94.1,27.3,13,22.2,2.81,0,0,0,0,0,0,0.0
609724,MATHER HS,2011,379,8,318,53,379,100,0,0,0,0,0,0,379,100,23.49,222,13.8,2.79,35,9.2,2.17,31,1.9,3,0.19
609724,MATHER HS,2012,481,11,393,77,475,98.8,0,0,0,0,0,0,475,98.8,28.29,262,15.6,2.43,69,14.3,4.11,60,3.6,1,0.06
609724,MATHER HS,2013,397,96,267,34,275,69.3,60,15.1,3.87,57,3.7,1,215,54.2,13.86,155,10,2.3,52,13.1,3.35,44,2.8,2,0.13
609724,MATHER HS,2014,353,55,259,39,242,68.6,138,39.1,8.87,113,7.3,1,104,29.5,6.68,84,5.4,2.45,35,9.9,2.25,29,1.9,1,0.06
610058,MAY,2011,85,4,73,8,78,91.8,2,2.4,0.42,2,0.4,1.5,76,89.4,16.1,53,11.2,2.46,6,7.1,1.27,6,1.3,0,0.0
610058,MAY,2012,422,40,351,31,424,100.5,20,4.7,4.32,18,3.9,1.85,404,95.7,87.29,149,32.2,2.09,6,1.4,1.3,6,1.3,0,0.0
610059,MAYER,2011,71,0,64,7,66,93,0,0,0,0,0,0,66,93,10.99,37,6.2,1.74,1,1.4,0.17,1,0.2,0,0.0
610059,MAYER,2012,75,2,68,5,75,100,2,2.7,0.34,2,0.3,1,73,97.3,12.26,36,6,1.62,0,0,0,0,0,0,0.0
610059,MAYER,2013,48,1,43,4,42,87.5,2,4.2,0.32,2,0.3,1.5,40,83.3,6.48,18,2.9,1.25,2,4.2,0.32,2,0.3,0,0.0
610059,MAYER,2014,134,58,75,1,31,23.1,19,14.2,2.87,15,2.3,1,12,9,1.81,7,1.1,1.54,1,0.7,0.15,1,0.2,0,0.0
610061,MAYO,2011,143,19,108,16,143,100,13,9.1,3,9,2.1,3,130,90.9,29.99,73,16.8,2.22,1,0.7,0.23,1,0.2,0,0.0
610061,MAYO,2012,76,6,59,11,73,96.1,5,6.6,1.22,4,1,1.2,68,89.5,16.65,34,8.3,1.96,4,5.3,0.98,3,0.7,0,0.0
610290,MAYS,2011,150,1,148,1,150,100,150,100,52.65,75,26.3,3.07,0,0,0,0,0,0,0,0,0,0,0,0,0.0
610290,MAYS,2012,122,7,114,1,117,95.9,113,92.6,37.33,68,22.5,2.63,4,3.3,1.32,4,1.3,4,0,0,0,0,0,0,0.0
610290,MAYS,2013,14,7,1,6,5,35.7,0,0,0,0,0,0,5,35.7,0.85,5,0.8,7.6,3,21.4,0.51,2,0.3,1,0.17
610290,MAYS,2014,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
609968,MCAULIFFE,2011,103,37,56,10,60,58.3,0,0,0,0,0,0,60,58.3,7.17,43,5.1,2.8,1,1,0.12,1,0.1,0,0.0
609968,MCAULIFFE,2012,430,229,182,19,209,48.6,105,24.4,14.35,58,7.9,1.5,104,24.2,14.21,58,7.9,2,2,0.5,0.27,2,0.3,0,0.0
609968,MCAULIFFE,2013,131,29,99,3,90,68.7,56,42.7,8.37,42,6.3,1.3,34,26,5.08,22,3.3,1.29,0,0,0,0,0,0,0.0
609968,MCAULIFFE,2014,243,44,177,22,67,27.6,45,18.5,6.18,37,5.1,1.18,22,9.1,3.02,13,1.8,1.45,2,0.8,0.27,1,0.1,0,0.0
610062,MCCLELLAN,2011,33,17,14,2,31,93.9,9,27.3,3.16,7,2.5,1,22,66.7,7.72,14,4.9,1.36,0,0,0,0,0,0,0.0
610062,MCCLELLAN,2012,38,16,15,7,29,76.3,12,31.6,4.44,10,3.7,1.42,17,44.7,6.29,11,4.1,2.12,0,0,0,0,0,0,0.0
610062,MCCLELLAN,2013,49,22,15,12,32,65.3,10,20.4,3.35,9,3,1.2,22,44.9,7.36,16,5.4,2.41,2,4.1,0.67,2,0.7,2,0.67
