School ID,School Name,School Year,# of Misconducts,# of Group 1-2 Misconducts,# of Group 3-4 Misconducts,# of Group 5-6 Misconducts,# of Suspensions (includes ISS and OSS),"% of Misconducts Resulting in a Suspension
(includes ISS and OSS)",# of ISS,% of Misconducts Resulting in an ISS,ISS per 100 Students,# of Unique Students Receiving ISS,% of Unique Students Receiving ISS,Average Length of ISS,# of OSS,% of Misconducts Resulting in an OSS,OSS per 100 Students,# of Unique Students Receiving OSS,% of Unique Students Receiving OSS,Average Length of OSS,# of Police Notifications,% of Misconducts Resulting in a Police Notification,Police Notifications per 100 Students,# of Unique Students Receiving Police Notification,% of Unique Students Receiving Police Notification,# of Students Expelled,Expulsions per 100 Students
609862,COLES,2013,154,20,114,20,134,87,2,1.3,0.37,2,0.4,2.5,132,85.7,24.32,85,15.7,2.43,3,1.9,0.55,3,0.6,2,0.37
609862,COLES,2014,112,21,74,17,49,43.8,1,0.9,0.19,1,0.2,3,48,42.9,9.06,37,7,2.48,10,8.9,1.89,10,1.9,0,0.0
610499,COLLINS HS,2011,319,69,225,25,317,99.4,7,2.2,1.81,7,1.8,1.71,310,97.2,80.17,167,43.2,3.57,4,1.3,1.03,4,1,1,0.26
610499,COLLINS HS,2012,844,511,255,78,793,94,301,35.7,75.48,191,47.9,1.27,492,58.3,123.37,227,56.9,3.15,17,2,4.26,17,4.3,0,0.0
610499,COLLINS HS,2013,866,348,463,55,525,60.6,280,32.3,78.14,145,40.5,1.12,245,28.3,68.37,137,38.2,2.58,18,2.1,5.02,16,4.5,0,0.0
610499,COLLINS HS,2014,517,11,455,51,226,43.7,6,1.2,1.55,6,1.5,1.5,220,42.6,56.83,130,33.6,2.17,127,24.6,32.81,84,21.7,2,0.52
610170,COLUMBIA EXPLORERS,2011,80,36,39,5,74,92.5,14,17.5,1.36,12,1.2,1.43,60,75,5.83,47,4.6,2.03,3,3.8,0.29,3,0.3,0,0.0
610170,COLUMBIA EXPLORERS,2012,88,47,32,9,88,100,22,25,2.09,20,1.9,1.73,66,75,6.26,50,4.7,2.58,3,3.4,0.28,3,0.3,0,0.0
610170,COLUMBIA EXPLORERS,2013,45,21,14,10,45,100,5,11.1,0.46,5,0.5,1.8,40,88.9,3.71,35,3.2,3.15,3,6.7,0.28,1,0.1,0,0.0
610170,COLUMBIA EXPLORERS,2014,91,25,55,11,80,87.9,33,36.3,3.01,28,2.6,1.45,47,51.6,4.28,29,2.6,2.6,6,6.6,0.55,6,0.5,0,0.0
609863,COLUMBUS,2011,13,2,11,0,13,100,6,46.2,1.97,4,1.3,1.33,7,53.8,2.3,5,1.6,2.43,0,0,0,0,0,0,0.0
609863,COLUMBUS,2012,25,5,18,2,14,56,2,8,0.68,2,0.7,1,12,48,4.06,10,3.4,1.58,1,4,0.34,1,0.3,0,0.0
609863,COLUMBUS,2013,68,28,37,3,22,32.4,2,2.9,0.68,2,0.7,1,20,29.4,6.78,14,4.7,1.7,2,2.9,0.68,2,0.7,0,0.0
609863,COLUMBUS,2014,69,46,21,2,13,18.8,8,11.6,2.84,5,1.8,1,5,7.2,1.78,3,1.1,1.8,0,0,0,0,0,0,0.0
400038,COMMUNITY CONTR,2011,1,0,0,1,1,100,0,0,0,0,0,0,1,100,0.61,1,0.6,10,1,100,0.61,1,0.6,0,0.0
400038,COMMUNITY CONTR,2012,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0.72,1,0.7,0,0.0
400038,COMMUNITY SERVICES WEST HS,2014,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0.73,1,0.7,0,0.0
609864,COOK,2011,96,5,85,6,95,99,0,0,0,0,0,0,95,99,20.19,57,12.1,2.63,0,0,0,0,0,0,0.0
609864,COOK,2012,167,50,96,21,133,79.6,8,4.8,1.74,6,1.3,1.5,125,74.9,27.17,78,17,2.58,1,0.6,0.22,1,0.2,0,0.0
609864,COOK,2013,144,34,90,20,119,82.6,18,12.5,4.09,14,3.2,1.67,101,70.1,22.93,70,15.9,2.73,3,2.1,0.68,3,0.7,0,0.0
609864,COOK,2014,103,41,47,15,25,24.3,11,10.7,2.7,10,2.5,2.36,14,13.6,3.44,10,2.5,2.79,2,1.9,0.49,2,0.5,0,0.0
609866,COONLEY,2011,15,5,10,0,14,93.3,2,13.3,0.3,2,0.3,1,12,80,1.79,7,1,1.25,0,0,0,0,0,0,0.0
609866,COONLEY,2012,10,7,3,0,6,60,4,40,0.56,4,0.6,1.25,2,20,0.28,2,0.3,1,0,0,0,0,0,0,0.0
609866,COONLEY,2013,11,6,5,0,12,109.1,9,81.8,1.23,7,1,1.22,3,27.3,0.41,3,0.4,1.33,0,0,0,0,0,0,0.0
609866,COONLEY,2014,8,1,5,2,8,100,6,75,0.72,4,0.5,1.33,2,25,0.24,2,0.2,2,0,0,0,0,0,0,0.0
609867,COOPER,2011,43,15,28,0,25,58.1,4,9.3,0.57,4,0.6,1.25,21,48.8,2.99,15,2.1,1.24,0,0,0,0,0,0,0.0
609867,COOPER,2012,9,1,6,2,8,88.9,0,0,0,0,0,0,8,88.9,1.13,8,1.1,1.88,0,0,0,0,0,0,0.0
609867,COOPER,2013,8,1,6,1,6,75,0,0,0,0,0,0,6,75,0.95,6,1,1,1,12.5,0.16,1,0.2,0,0.0
609870,CORKERY,2011,128,8,68,52,108,84.4,40,31.3,6.33,26,4.1,1.2,68,53.1,10.76,34,5.4,2.57,1,0.8,0.16,1,0.2,1,0.16
609870,CORKERY,2012,89,9,60,20,79,88.8,8,9,1.34,7,1.2,1.13,71,79.8,11.86,33,5.5,1.52,1,1.1,0.17,1,0.2,0,0.0
609870,CORKERY,2013,36,11,19,6,12,33.3,0,0,0,0,0,0,12,33.3,2.03,9,1.5,2.58,5,13.9,0.85,5,0.8,0,0.0
609870,CORKERY,2014,64,19,31,14,18,28.1,8,12.5,1.35,8,1.4,1.63,10,15.6,1.69,7,1.2,2.9,3,4.7,0.51,3,0.5,0,0.0
609761,CORLISS HS,2011,404,94,252,58,375,92.8,58,14.4,9.64,48,8,2.79,317,78.5,52.69,204,33.9,5.25,76,18.8,12.63,62,10.3,0,0.0
609761,CORLISS HS,2012,588,96,438,54,596,101.4,131,22.3,24.99,82,15.6,1.89,465,79.1,88.72,231,44.1,2.59,144,24.5,27.47,106,20.2,1,0.19
609761,CORLISS HS,2013,382,132,201,49,346,90.6,89,23.3,19.48,68,14.9,1.11,257,67.3,56.26,147,32.2,2.42,42,11,9.19,39,8.5,1,0.22
609761,CORLISS HS,2014,280,68,152,60,111,39.6,26,9.3,6.3,23,5.6,1.08,85,30.4,20.59,65,15.7,2.33,98,35,23.74,75,18.2,0,0.0
610355,COURTENAY,2011,15,5,8,2,7,46.7,4,26.7,1.55,3,1.2,1.5,3,20,1.16,3,1.2,2.67,0,0,0,0,0,0,0.0
610355,COURTENAY,2012,7,2,2,3,6,85.7,4,57.1,1.44,4,1.4,1.5,2,28.6,0.72,2,0.7,5,1,14.3,0.36,1,0.4,0,0.0
610355,COURTENAY,2013,58,22,31,5,57,98.3,3,5.2,0.5,2,0.3,1.67,54,93.1,8.94,32,5.3,2.33,1,1.7,0.17,1,0.2,0,0.0
610355,COURTENAY,2014,55,33,22,0,8,14.5,2,3.6,0.36,2,0.4,1,6,10.9,1.07,6,1.1,2.17,2,3.6,0.36,2,0.4,0,0.0
610378,CRANE AA,2011,344,192,117,35,255,74.1,36,10.5,25.08,30,20.9,2.19,219,63.7,152.54,92,64.1,3.79,1,0.3,0.7,1,0.7,0,0.0
610378,CRANE AA,2012,54,13,36,5,50,92.6,0,0,0,0,0,0,50,92.6,133.17,27,71.9,3.16,1,1.9,2.66,1,2.7,0,0.0
609702,CRANE HS,2011,555,257,211,87,380,68.5,33,5.9,8.38,31,7.9,2.15,347,62.5,88.09,187,47.5,4.43,24,4.3,6.09,22,5.6,0,0.0
609702,CRANE HS,2012,325,69,202,54,282,86.8,4,1.2,1.49,4,1.5,1.5,278,85.5,103.53,135,50.3,3.38,14,4.3,5.21,13,4.8,0,0.0
609702,CRANE HS,2013,98,17,69,12,80,81.6,0,0,0,0,0,0,80,81.6,59.44,48,35.7,3.14,5,5.1,3.71,5,3.7,0,0.0
609702,CRANE HS,2014,17,2,10,5,10,58.8,0,0,0,0,0,0,10,58.8,18.83,8,15.1,3.2,4,23.5,7.53,4,7.5,0,0.0
609873,CROWN,2011,147,65,74,8,91,61.9,8,5.4,2.55,8,2.5,1.25,83,56.5,26.41,49,15.6,3.07,2,1.4,0.64,2,0.6,0,0.0
609873,CROWN,2012,297,129,162,6,182,61.3,78,26.3,28.03,49,17.6,1.46,104,35,37.37,50,18,2.07,3,1,1.08,3,1.1,0,0.0
