,Unnamed: 0_x,Unnamed: 0.1,Year,Dept/Unit Number,Job Title_Chief Safety & Security OFF,Job Title_Flex Team Security Officer,Job Title_Safety And Security Off,Job Title_School Security Officer,Job Title_Senior School Security Officer,Job Title_Senior Security Officer,Total Security,Total Security_Filled,Job Title_Career Counseling Manager,Job Title_Director of Counseling,"Job Title_Director, School Counseling & Post Secondary Advising",Job Title_Guidance Counselor Assistant,Job Title_HS Counseling Specialist,Job Title_K‐8 Counseling Specialist,Job Title_Manager-Secdry Schl Counselng,Job Title_School Counselor,Total Counseling,Total Counseling_Filled,School ID,pos_name_0,Unit_Number,Notes,Unnamed: 26,Unit Number,Unnamed: 0_y,Unit,School,Total,Bilingual_N,Bilingual_P,IEP_N,IEP_P,Free_Lunch_N,Free_Lunch_P
415,532,2808,2014,55161,0,0,0,6,0,0,6,6,0,0,0,0,0,0,0,1,1,1,610380,WILLIAMS HS,55161,,7200.0,610380,134,610380,Daniel Hale Williams Prep School of Medicine,290.0,0.0,0.0,22.0,0.0759,278.0,0.9586
416,533,726,2010,55191,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,610381,BRONZEVILLE HS,55191,,7270.0,7270,589,7270,Bronzeville Mil HS,551.0,,,46.0,0.08348457350272233,513.0,0.9310344827586208
417,534,1229,2011,55191,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,1,610381,BRONZEVILLE HS,55191,,7270.0,610381,71,610381,Bronzeville Scholastic Academy High School,552.0,2.0,0.0036,45.0,0.0815,523.0,0.9475
418,535,1778,2012,55191,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,2,610381,BRONZEVILLE HS,55191,,7270.0,610381,74,610381,Bronzeville Scholastic Academy High School,529.0,2.0,0.0038,43.0,0.0813,503.0,0.9509
419,536,2303,2013,55191,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,2,610381,BRONZEVILLE HS,55191,,7270.0,610381,63,610381,Bronzeville Scholastic Academy High School,516.0,4.0,0.007751937984496123,55.0,0.1065891472868217,472.0,0.9147286821705426
420,537,2809,2014,55191,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,2,610381,BRONZEVILLE HS,55191,,7270.0,610381,62,610381,Bronzeville Scholastic Academy High School,487.0,7.0,0.0144,66.0,0.1355,465.0,0.9548
421,538,728,2010,63081,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,0,0,400094,EPIC HS,63081,,8058.0,8058,663,8058,EPIC Acad HS,259.0,9.0,0.03474903474903475,40.0,0.15444015444015444,241.0,0.9305019305019304
422,539,1231,2011,63081,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,400094,EPIC HS,63081,,8058.0,400094,189,400094,EPIC Academy High School,364.0,22.0,0.0604,56.0,0.1538,353.0,0.9698
423,540,1780,2012,63081,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,400094,EPIC HS,63081,,8058.0,400094,191,400094,EPIC Academy High School,487.0,39.0,0.0801,90.0,0.1848,473.0,0.9713
424,541,2306,2013,63081,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,400094,EPIC HS,63081,,8058.0,400094,179,400094,EPIC Academy High School,493.0,37.0,0.07505070993914807,95.0,0.1926977687626775,470.0,0.9533468559837728
425,542,2812,2014,63081,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,400094,EPIC HS,63081,,8058.0,400094,178,400094,EPIC Academy High School,421.0,56.0,0.133,76.0,0.1805,405.0,0.9620000000000001
426,543,729,2010,66021,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,0,0,0,609736,DYETT HS,66021,,1600.0,1600,55,1600,Dyett HS,431.0,,,96.0,0.22273781902552206,389.0,0.902552204176334
427,544,1232,2011,66021,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,2,2,2,609736,DYETT HS,66021,,1600.0,609736,159,609736,Dyett High School,318.0,0.0,0.0,76.0,0.239,308.0,0.9686
428,545,1781,2012,66021,0,0,0,7,0,0,7,5,0,0,0,0,0,0,0,1,1,0,609736,DYETT HS,66021,,1600.0,609736,161,609736,Dyett High School,168.0,0.0,0.0,40.0,0.2381,158.0,0.9405
429,546,2307,2013,66021,0,0,0,5,0,0,5,5,0,0,0,0,0,0,0,1,1,1,609736,DYETT HS,66021,,1600.0,609736,154,609736,Dyett High School,83.0,0.0,0.0,23.0,0.27710843373493976,79.0,0.9518072289156626
430,547,2813,2014,66021,0,0,0,5,0,0,5,2,0,0,0,0,0,0,0,1,1,1,609736,DYETT HS,66021,,1600.0,609736,153,609736,Dyett High School,13.0,0.0,0.0,5.0,0.3846,13.0,1.0
431,548,1515,2012,25451,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,0,610357,SPRY HS,25451,,6010.0,610357,577,610357,Spry Community Links High School,193.0,23.0,0.1192,25.0,0.1295,191.0,0.9896
432,549,2060,2013,25451,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,610357,SPRY HS,25451,,6010.0,610357,550,610357,Spry Community Links High School,189.0,28.0,0.14814814814814814,23.0,0.12169312169312167,186.0,0.984126984126984
433,550,2578,2014,25451,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,610357,SPRY HS,25451,,6010.0,610357,560,610357,Spry Community Links High School,183.0,43.0,0.235,31.0,0.1694,180.0,0.9836
434,554,2176,2013,29411,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,2,2,400040,FRAZIER CHARTER,29411,,6650.0,400040,204,400040,Frazier Preparatory Academy Elementary School,456.0,0.0,0.0,21.0,0.046052631578947366,413.0,0.9057017543859648
435,555,2692,2014,29411,0,0,0,2,0,0,2,1,0,0,0,1,0,0,0,1,2,2,400040,FRAZIER CHARTER,29411,,6650.0,400040,205,400040,Frazier Preparatory Academy Elementary School,406.0,0.0,0.0,35.0,0.0862,395.0,0.9729
436,557,2282,2013,49131,0,0,0,3,2,0,5,5,0,0,0,0,0,0,0,3,3,3,610499,COLLINS HS,49131,,1045.0,610499,126,610499,Collins Academy High School,384.0,2.0,0.005208333333333333,71.0,0.18489583333333331,374.0,0.9739583333333334
437,559,2788,2014,49131,0,0,0,3,2,0,5,5,0,0,0,0,0,0,0,2,2,1,610499,COLLINS HS,49131,,1045.0,610499,124,610499,Collins Academy High School,419.0,1.0,0.0024,84.0,0.2005,413.0,0.9857
438,560,2284,2013,49161,0,0,0,4,1,0,5,5,0,0,0,0,0,0,0,1,1,1,610506,TEAM HS,49161,,8080.0,610506,560,610506,TEAM Englewood Community Academy High School,407.0,1.0,0.002457002457002457,72.0,0.1769041769041769,342.0,0.8402948402948403
439,561,2790,2014,49161,0,0,0,4,1,0,5,5,0,0,0,0,0,0,0,1,1,1,610506,TEAM HS,49161,,8080.0,610506,570,610506,TEAM Englewood Community Academy High School,378.0,0.0,0.0,81.0,0.2143,370.0,0.9788
440,562,2305,2013,63051,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,400022,CHIARTS HS,63051,,8047.0,400022,98,400022,Chicago High School for the Arts,575.0,1.0,0.0017391304347826088,48.0,0.08347826086956522,276.0,0.48
441,563,2811,2014,63051,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,400022,CHIARTS HS,63051,,8047.0,400022,97,400022,Chicago High School for the Arts,577.0,6.0,0.0104,48.0,0.0832,296.0,0.513
442,564,2312,2013,66411,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,2,400018,AUSTIN BUS & ENTRP HS,66411,,7020.0,400018,43,400018,Austin Business and Entrepreneurship Academy HS,186.0,0.0,0.0,42.0,0.2258064516129032,178.0,0.956989247311828
443,566,2818,2014,66411,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,2,2,2,400018,AUSTIN BUS & ENTRP HS,66411,,7020.0,400018,42,400018,Austin Business and Entrepreneurship Academy HS,150.0,1.0,0.0067,37.0,0.2467,148.0,0.9867
